,title,extracted_keyword_sent,selected
1405,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,"to
overcome these issues, implicit models are emerging for policy learning,
inspiring us to rely on implicit behavior cloning (ibc) [5], which can learn
robust representations by capturing the shared features of both visual inputs
and trajectory predictions with a unified implicit function, yielding superior
expressivity and visual generalizability.",
1406,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,"in our approach, we formulate the dissection trajectory prediction to an
imitation learning from expert demonstrations problem, which defines a markov
decision process (mdp) m = (s, a, t , d), comprising of state space s, action
set a, state transition distribution t , and expert demonstrations d.",
1407,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,"the optimal
action is derived from the policy distribution conditioned on the state s, and p
θ (s, a) represents the joint state-action distribution.to learn the implicit
policy from the demonstrations, we adopt the behavior cloning objective which is
to essentially minimize the kullback-leibler (kl) divergence between the
learning policy π θ (a|s) and the demonstration distribution d, also equivalent
to maximize the expected log-likelihood of the joint state-action distribution,
as shown:(in this regard, the imitation of surgical dissection decision-making
is converted to a distribution approximation problem.",
1408,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,"using the
evidence lower bound (elbo) as the proxy, the likelihood maximization can be
simplified to a noise prediction problem, more details can be referred to [10].",
1409,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,"we evaluated the proposed approach on a dataset assembled from 22
videos of esd surgery cases, which are collected from the endoscopy centre of
the prince of wales hospital in hong kong.",
1410,Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast,"determining
correspondences between imaging space and geometric data is required for
image-to-physical registration, but it is often an inexact and ill-posed
problem.",
1411,Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast,"regularized kelvinlet functions are analytical solutions to the equations for
linear elasticity that we superpose to compute a nonrigid deformation field
nearly instantaneously [15].we utilize ""grab"" and ""twist"" regularized kelvinlet
functions with a linearized iterative reconstruction approach (adapted from
[12]) that is well-suited for sparse data registration problems.",
1412,Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast,"( 3) becomes numerically problematic
in discretized problems because the displacement and displacement gradient
become indefinite as x approaches x 0 .to address numerical singularity,
regularization is incorporated with a new forcing function eq.",
1413,Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast,"this approach may not be
well suited for problems where geometry has significant influence.",
1414,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,"we address the important problem of intraoperative patient-to-image registration
in a new way by relying on preoperative data to synthesize plausible
transformations and appearances that are expected to be found intraoperatively.",
1415,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,"indeed, the extent of tumor removal is highly
correlated with patients' chances of survival and complete resection must be
balanced against the risk of causing new neurological deficits [5] making
accurate intraoperative registration a critical component of
neuronavigation.most existing techniques perform patient-to-image registration
using intraoperative mri [11], cbct [19] or ultrasound [9,17,20].",
1416,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,"a model-based inverse minimization problem is solved by
estimating the model's parameters from a set of pre-computed transformations.",
1417,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,"1, we formulate the
problem as a camera pose estimation problem that finds the optimal 3d pose
minimizing the dissimilarity between the intraoperative 2d image and its
pre-generated expected appearance.",
1418,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,"assuming a set of 3d points u = {u j ∈ r 3 } ⊂ m and a set of 2d points in the
image v = {v i ∈ r 2 } ⊂ i, solving for this registration problem can be
formalized as finding the 6-dof camera pose that minimizes the reprojection
error:where r ∈ so(3) and t ∈ r 3 represent a 3d rotation and 3d translation,
respectively, and a is the camera intrinsic matrix composed of the focal length
and the principal points (center of the image) while {c i } i is a
correspondence map and is built so that if a 2d point v i corresponds to a 3d
point u j where c i = j for each point of the two sets.",
1419,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,"we alleviate these issues by
directly minimizing the dissimilarity between the image i and its expected
appearance synthesized from m.by defining a synthesize function s θ that
synthesizes a new image i given a projection of a 3d surface mesh for different
camera poses, i.e.",
1420,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,"i = s θ (a[r|t], m), the optimization problem above can be
rewritten as:argminthis new formulation is correspondence-free, meaning that it
alleviates the requirement of the explicit matching between u and v.",
1421,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,"we kept the size of the training set constant to not introduce size
biases.",
1422,Dose Guidance for Radiotherapy-Oriented Deep Learning Segmentation,"furthermore, from a robustness point of view, models trained with
these loss functions have been shown to be more prone to generalization issues.",
1423,Dose Guidance for Radiotherapy-Oriented Deep Learning Segmentation,"we employed the same u-net [20] architecture for all trained segmentation
models, with the same training parameters but two different loss functions, to
allow for a fair comparison.",
1424,Dose Guidance for Radiotherapy-Oriented Deep Learning Segmentation,"we
also remark that the range of hd values is in range with values reported by
models trained using much more training data (see [1]), alluding to the
possibility that the problem of robustness might not be directly solvable with
more data.",
1425,FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery,"one significant challenge in developing a flim-based
classifier to detect tumor in the surgical cavity is the presence of highly
imbalanced labels.surgeons aim to perform an en bloc resection, removing the
entire tumor and a margin of healthy tissue around it to ensure complete
excision.",
